"","study","country","ageGroup","framing","itemSet","subid","dateOfTest","durationOfTest","gender","religion","repeated","comments","sequence","phase","trialNum","factCat","factSub","factText","questionCat","questionSub","questionText","response"
"4164","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",6,"perception","vision","can see me","affect","negative","can be in a bad mood sometimes",-0.5
"4165","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",7,"autonomy","movement","is moving itself from one side of the box to the other","inanimacy","glass_clay","is made out of clay",-1.5
"4166","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",8,"affect","negative","feels sad right now","affect","positive","can feel happy sometimes",0.5
"4167","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",9,"autonomy","noise","is making sounds on its own","perception","vision","can see what the box looks like",0.5
"4168","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",10,"inanimacy","glass_clay","is made out of glass","inanimacy","metal_plastic","is made out of metal",-1.5
"4169","4","us","adults","do you think...?","cb1","R_efjL9cbbEAkPEEZ",2014-06-26 18:55:00,0.0333333333333333,"male","non-religious","no",NA,"1","test",11,"perception","hearing","can hear me","autonomy","movement","can move itself around the box",0.5
"4170","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4171","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4172","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"4173","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",4,"inanimacy","metal_plastic","is made out of plastic","perception","hearing","can hear what's going on around it",-1.5
"4174","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",5,"affect","positive","is in a good mood right now","autonomy","noise","can make noises all by itself",0.5
"4175","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",6,"perception","vision","can see me","affect","negative","can be in a bad mood sometimes",-1.5
"4176","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",7,"autonomy","movement","is moving itself from one side of the box to the other","inanimacy","glass_clay","is made out of clay",-1.5
"4177","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",8,"affect","negative","feels sad right now","affect","positive","can feel happy sometimes",1.5
"4178","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",9,"autonomy","noise","is making sounds on its own","perception","vision","can see what the box looks like",-1.5
"4179","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",10,"inanimacy","glass_clay","is made out of glass","inanimacy","metal_plastic","is made out of metal",-1.5
"4180","4","us","adults","do you think...?","cb1","R_eRHJZT9YqNgBk6V",2014-06-26 18:33:00,0.0666666666666667,"female","christianity","unsure","The survey was perfect!","1","test",11,"perception","hearing","can hear me","autonomy","movement","can move itself around the box",-1.5
"4181","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4182","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4183","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"4184","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4185","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4186","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",0.5
"4187","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",1.5
"4188","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-1.5
"4189","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",0.5
"4190","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",0.5
"4191","4","us","adults","do you think...?","cb1","R_0dq4ShpjLvr9YuV",2014-06-26 10:39:00,0.0666666666666667,"female","judaism","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4192","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4193","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4194","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-1.5
"4195","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4196","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4197","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",-0.5
"4198","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",0.5
"4199","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-1.5
"4200","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",0.5
"4201","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",-1.5
"4202","4","us","adults","do you think...?","cb1","R_0MuIleoezKzpydv",2014-06-26 17:20:00,0.0666666666666667,"female","christianity","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4203","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4204","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4205","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"4206","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4207","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4208","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",0.5
"4209","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",1.5
"4210","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-0.5
"4211","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",0.5
"4212","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",0.5
"4213","4","us","adults","do you think...?","cb1","R_2nHtreS8C4U0EJL",2014-06-26 18:56:00,0.05,"female","non-religious","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4214","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4215","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4216","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"4217","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",-1.5
"4218","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4219","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",1.5
"4220","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",1.5
"4221","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",0.5
"4222","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",-0.5
"4223","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",1.5
"4224","4","us","adults","do you think...?","cb1","R_3efuYt2xcCSDI2x",2014-06-26 13:15:00,0.0666666666666667,"male","non-religious","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4225","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-0.5
"4226","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"4227","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-0.5
"4228","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4229","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-0.5
"4230","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",-0.5
"4231","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",0.5
"4232","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-1.5
"4233","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",1.5
"4234","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",0.5
"4235","4","us","adults","do you think...?","cb1","R_4H36I5JzjfuA44d",2014-06-26 09:02:00,0.05,"male","other","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4236","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4237","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4238","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"4239","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4240","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4241","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",0.5
"4242","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",1.5
"4243","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-0.5
"4244","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",0.5
"4245","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",0.5
"4246","4","us","adults","do you think...?","cb1","R_56GqOmgNfovKiln",2014-06-26 14:38:00,0.0666666666666667,"female","christianity","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4247","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4248","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4249","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"4250","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4251","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4252","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",0.5
"4253","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",0.5
"4254","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-0.5
"4255","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",-0.5
"4256","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",-0.5
"4257","4","us","adults","do you think...?","cb1","R_8CeQ4u59JooBtI1",2014-06-26 08:50:00,0.0333333333333333,"male","other","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-0.5
"4258","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4259","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"4260","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"4261","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",-0.5
"4262","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4263","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",-0.5
"4264","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",0.5
"4265","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-0.5
"4266","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",-0.5
"4267","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",-0.5
"4268","4","us","adults","do you think...?","cb1","R_bQT97GZvcXesZSd",2014-06-26 19:04:00,0.2,"female","non-religious","no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4269","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4270","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"4271","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"4272","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",0.5
"4273","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
"4274","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",6,"autonomy","movement","is moving itself from one side of the box to the other","perception","hearing","can hear me",0.5
"4275","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",7,"affect","negative","is in a bad mood right now","affect","positive","can be in a good mood sometimes",1.5
"4276","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",8,"autonomy","noise","is making sounds on its own","inanimacy","glass_clay","is made out of glass",-1.5
"4277","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",9,"perception","hearing","can hear what's going on around it","affect","negative","can feel sad sometimes",0.5
"4278","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",10,"affect","positive","feels happy right now","autonomy","movement","can move itself around the box",0.5
"4279","4","us","adults","do you think...?","cb1","R_cJ8BHzboHcnIKln",2014-06-26 10:19:00,0.0833333333333333,"female",NA,"no",NA,"2","test",11,"inanimacy","metal_plastic","is made out of metal","perception","vision","can see me",-1.5
"4280","4","us","adults","do you think...?","cb1","R_cTkbEV0yReeevnT",2014-06-26 16:12:00,0.0166666666666667,"male","non-religious","no",NA,"2","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"4281","4","us","adults","do you think...?","cb1","R_cTkbEV0yReeevnT",2014-06-26 16:12:00,0.0166666666666667,"male","non-religious","no",NA,"2","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"4282","4","us","adults","do you think...?","cb1","R_cTkbEV0yReeevnT",2014-06-26 16:12:00,0.0166666666666667,"male","non-religious","no",NA,"2","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"4283","4","us","adults","do you think...?","cb1","R_cTkbEV0yReeevnT",2014-06-26 16:12:00,0.0166666666666667,"male","non-religious","no",NA,"2","test",4,"perception","vision","can see what the box looks like","autonomy","noise","can make noises all by itself",-1.5
"4284","4","us","adults","do you think...?","cb1","R_cTkbEV0yReeevnT",2014-06-26 16:12:00,0.0166666666666667,"male","non-religious","no",NA,"2","test",5,"inanimacy","glass_clay","is made out of clay","inanimacy","metal_plastic","is made out of plastic",-1.5
